restaurant_name,location,cuisine,estimated_cost,rating
Nomadic Tandoor,New Bel Road,"Cafe, North Indian, Chinese, Continental",700.0,3.7
Palar Restaurant,Marathahalli,"Andhra, North Indian",700.0,3.7
Potpourri Kitchen,Marathahalli,"South Indian, Mughlai, North Indian, Beverages",700.0,3.7
Imperial Restaurant,Mysore Road,"North Indian, Chinese, Biryani, Beverages",750.0,3.7
The Spice Saga,Kumaraswamy Layout,"Biryani, North Indian, Chinese, Seafood",750.0,3.7
Jashn,Marathahalli,North Indian,750.0,3.7
New Prashanth Hotel,Majestic,"South Indian, Biryani, Chinese, North Indian",750.0,3.7
Pizza Hut,"Itpl Main Road, Whitefield",Pizza,750.0,3.7
Jade,Brookefield,"Chinese, Seafood, Momos",750.0,3.7
Swathi Maharaja,Koramangala 4Th Block,"Andhra, North Indian, Chinese, Biryani",750.0,3.7
7 Plates,Koramangala 5Th Block,"Mughlai, Fast Food",750.0,3.7
Pizza Hut,Church Street,"Pizza, Fast Food",750.0,3.7
Fine Dine Restaurant,Hsr,"North Indian, Kerala, Chinese",750.0,3.7
Pizza Hut,Indiranagar,"Pizza, Fast Food",750.0,3.7
Bites 2 Binge,Indiranagar,North Indian,750.0,3.7
Chaavadi,Indiranagar,"North Indian, Biryani, Seafood, Chinese, Mangalorean",750.0,3.7
New Prashanth Hotel,Jayanagar,"South Indian, Biryani, Chinese, North Indian",750.0,3.7
Hyderabad Biryaani Palace,Kammanahalli,"Biryani, Hyderabadi, Chinese",750.0,3.7
Pizza Hut,Koramangala 7Th Block,"Pizza, Fast Food",750.0,3.7
Biryanis And More,Koramangala 5Th Block,"Biryani, North Indian, Chinese, Andhra, South Indian",750.0,3.7
Pizza Hut,Koramangala 5Th Block,"Pizza, Fast Food",750.0,3.7
Atithi,Rajajinagar,North Indian,750.0,3.7
Madhura,Yeshwantpur,"North Indian, Chinese",750.0,3.7
Lickity Garden,Frazer Town,"Continental, Mexican, Biryani, Italian, Chinese, Arabian, Steak",750.0,3.7
Food Feed Restaurant,New Bel Road,"Arabian, Chinese, Kerala, North Indian",750.0,3.7
Pizza Hut,Old Airport Road,"Pizza, Fast Food",750.0,3.7
Nieghbourhood Cafe,Whitefield,"Pizza, Italian, Chinese, North Indian",750.0,3.7
Nellore Ruchulu,Bannerghatta Road,"North Indian, South Indian, Chinese",800.0,3.7
Melting Pot at Woodrose,Jp Nagar,North Indian,800.0,3.7
Kaizen Wellness Kitchen,Jp Nagar,"Asian, Continental, European",800.0,3.7
Petoo,Jp Nagar,"North Indian, Fast Food, Street Food",800.0,3.7
Domino's Pizza,Bannerghatta Road,"Pizza, Fast Food",800.0,3.7
Domino's Pizza,Wilson Garden,"Pizza, Fast Food",800.0,3.7
Petoo,Commercial Street,"North Indian, Fast Food, Street Food",800.0,3.7
The Souk,Ulsoor,"Cafe, Mediterranean, Italian, Pizza, Continental",800.0,3.7
OCEA HOTEL,Brigade Road,"North Indian, Chinese, Seafood",800.0,3.7
The Farm House Bar n Grill,Whitefield,"North Indian, Continental",800.0,3.7
Domino's Pizza,Brookefield,"Pizza, Fast Food",800.0,3.7
The Rendezvous,Koramangala 4Th Block,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",800.0,3.7
Sufra Restaurant,Hsr,"North Indian, Chinese",800.0,3.7
Feastaurant,Hsr,"Bengali, Chinese",800.0,3.7
Raj Darbar,Koramangala 6Th Block,"North Indian, Chinese, Bengali",800.0,3.7
Barbeque Delight,Bommanahalli,"Arabian, Kerala, North Indian, Chinese, Bbq",800.0,3.7
Cafe Ritzz,Indiranagar,"American, Finger Food, Italian, Mexican",800.0,3.7
La Casa,Jayanagar,"Continental, Italian, Chinese, North Indian",800.0,3.7
Savoury Restaurant,Kammanahalli,"Arabian, North Indian, Chinese, Beverages",800.0,3.7
The Second Wife,Hennur,"South Indian, Andhra, Biryani",800.0,3.7
The Red Lantern,Banaswadi,"Chinese, Momos",800.0,3.7
Off D' Hook,Marathahalli,"Continental, Biryani, Pizza, North Indian, Chinese, Momos, Andhra, Kebab",800.0,3.7
The Kick-Ass Company Pub & Diner,Marathahalli,Finger Food,800.0,3.7
Biriyani Zone,Cv Raman Nagar,"Biryani, North Indian, Chinese, Seafood",800.0,3.7
Singh Saab,Indiranagar,"North Indian, Chinese, Mughlai",800.0,3.7
AhimsaAmrit Green Cafe,Indiranagar,"Healthy Food, Salad, Continental",800.0,3.7
Swathi Greenland,Vijay Nagar,"Andhra, North Indian, Chinese",800.0,3.7
Petoo,Sarjapur Road,"North Indian, Fast Food, Street Food",800.0,3.7
Beijing Bites,Rajarajeshwari Nagar,"Chinese, Thai",850.0,3.7
Chung Wah,Jayanagar,"Chinese, Thai, Momos",850.0,3.7
Golkonda Chimney,Marathahalli,"Biryani, North Indian, Mughlai",850.0,3.7
Purnabramha Maharashtrian Restaurant,Hsr,Maharashtrian,850.0,3.7
Beijing Bites,Rajajinagar,"Chinese, Thai",850.0,3.7
Cafe Coffee Day,Bannerghatta Road,"Cafe, Fast Food",900.0,3.7
Zengi Pub & Restaurant,Btm,"Finger Food, Continental, Chinese",900.0,3.7
Smoor,Bellandur,"Desserts, Beverages",900.0,3.7
Aaha Andhra,Bellandur,"Andhra, Biryani, North Indian",900.0,3.7
Alampur Bar And Restaurant,Race Course Road,"Chinese, South Indian, North Indian",900.0,3.7
Nouvelle Garden,Jp Nagar,"North Indian, Continental, Italian",900.0,3.7
The Denny's,Jayanagar,"North Indian, Chinese",900.0,3.7
Cafe Coffee Day,Electronic City,"Cafe, Fast Food",900.0,3.7
Cafe Coffee Day,Indiranagar,"Cafe, Fast Food",900.0,3.7
Grills And Tandoor,Koramangala 5Th Block,"North Indian, Chinese",900.0,3.7
Cafe Coffee Day,Koramangala 6Th Block,"Cafe, Fast Food",900.0,3.7
Coastal Spice,Rajajinagar,"Seafood, North Indian, Chinese, Continental, Mangalorean",900.0,3.7
Satrangi,New Bel Road,"North Indian, South Indian",900.0,3.7
Cafe Coffee Day The Lounge,Mg Road,"Cafe, Fast Food",900.0,3.7
Mayura 1989,Rajajinagar,"Andhra, Continental, Chinese",900.0,3.7
Ayda Persian Kitchen,Banashankari,"North Indian, Iranian",950.0,3.7
Inchara,Jp Nagar,"North Indian, Continental, Chinese",950.0,3.7
Cafe @ Elanza,Richmond Road,"Chinese, North Indian, Cafe",1000.0,3.7
Aromas Of South,Race Course Road,South Indian,1000.0,3.7
Downtown,Residency Road,"North Indian, Continental",1000.0,3.7
Golden Restaurant,Frazer Town,"South Indian, North Indian, Chinese",1000.0,3.7
Baba Chatkora,Jp Nagar,North Indian,1000.0,3.7
4 Seasons Restaurant,Kalyan Nagar,"North Indian, Seafood, Middle Eastern, Chinese",1000.0,3.7
Oil Pump,Koramangala 6Th Block,"Finger Food, Continental",1000.0,3.7
Cinnamon,Seshadripuram,"North Indian, Asian, Continental",1000.0,3.7
Bon Baker,Whitefield,Desserts,1000.0,3.7
West Wood,Seshadripuram,"North Indian, Chinese, Continental",1000.0,3.7
Caramel Whitefield,Whitefield,"Desserts, Bakery",1000.0,3.7
Fai Dang,Indiranagar,"Asian, Continental",1100.0,3.7
White Horse,Malleshwaram,"Finger Food, Chinese, North Indian",1100.0,3.7
Luscious - St. Mark's Hotel,St. Marks Road,"North Indian, Continental",1200.0,3.7
The Restaurant,Marathahalli,"Continental, Chinese, North Indian",1200.0,3.7
Tetto,Koramangala 1St Block,Continental,1200.0,3.7
Lobby Cafe - Radha Regent,Electronic City,"Continental, American, South Indian, Italian, North Indian, Chinese",1200.0,3.7
The Sky Lounge - Tamarind Hospitality,Banaswadi,"North Indian, South Indian, Chinese, Continental",1200.0,3.7
Black Pepper Lounge - Case de Bengaluru,Koramangala 6Th Block,Finger Food,1200.0,3.7
New Leaf Restaurant,Indiranagar,Chinese,1200.0,3.7
Red Glow,Whitefield,"North Indian, Continental",1200.0,3.7
Banana Beach Bar,Koramangala 6Th Block,"Continental, Chinese",1300.0,3.7
Latitude - Tulip Inn,Seshadripuram,"North Indian, Chinese, Seafood, South Indian",1300.0,3.7
Black Jack,New Bel Road,"North Indian, Chinese",1400.0,3.7
The Orchid,Majestic,"North Indian, Continental",1400.0,3.7
Flavors of India,Bellandur,"Chinese, North Indian, Salad, Fast Food",1500.0,3.7
The Dining Table - Sahar Pavillion,Electronic City,"Chinese, Continental, North Indian, Pizza, South Indian",1500.0,3.7
The Hub - Ibis Hotel,Bommanahalli,"Finger Food, Fast Food",1500.0,3.7
Xtreme Sports Bar,Indiranagar,"Continental, Chinese, North Indian",1500.0,3.7
W XYZ - Aloft Hotel,Whitefield,Finger Food,1700.0,3.7
Masala Dani - The Paul,Domlur,"Mughlai, North Indian",1800.0,3.7
Tease Whitefield,Whitefield,Finger Food,1800.0,3.7
The Lounge - The Chancery Pavilion,Residency Road,"Chinese, North Indian, South Indian",2000.0,3.7
Amnesia - The Poolside Bar,Residency Road,"North Indian, Chinese, Continental",2000.0,3.7
Unlock - The Restobar - Keys Hotel,Whitefield,Finger Food,2000.0,3.7
Soul Indian Specialty - Svenska Design Hotel,Electronic City,"North Indian, South Indian, Asian, Italian, Continental",2000.0,3.7
La Boulangerie - Le Meridien,Sankey Road,"Continental, Chinese, North Indian",2000.0,3.7
Jashn - Le Meridien,Sankey Road,"North Indian, Mughlai",2000.0,3.7
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,Malleshwaram,Continental,2000.0,3.7
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,New Bel Road,Continental,2000.0,3.7
Bling - The Zuri,Whitefield,"Continental, North Indian",2100.0,3.7
Beetle Juice Bar - Springs Hotel & Spa,Basavanagudi,Finger Food,2200.0,3.7
Sports Bar - Le Meridien,Sankey Road,Finger Food,2500.0,3.7
The Whiskey Bar,Race Course Road,"Finger Food, North Indian",2800.0,3.7
Dharani Foods,Banaswadi,"North Indian, Chinese, Biryani",,3.7
Gabbar Chai,Sarjapur Road,"Cafe, Tea",,3.7
Srinidhi Sagar Deluxe,Domlur,"South Indian, North Indian, Chinese",40.0,3.6
Mulabagilu Dosa,Basavanagudi,South Indian,100.0,3.6
Mumbai Badam Milk & Lassi Center,Basavanagudi,"Beverages, Desserts",100.0,3.6
Dakshin Kitchen,Basavanagudi,South Indian,100.0,3.6
Bhavani Chats,Bannerghatta Road,Street Food,100.0,3.6
Sri Sankara Cafe,Btm,South Indian,100.0,3.6
UP Style North Indian Food,Jayanagar,North Indian,100.0,3.6
Just Sandwiches,Btm,Sandwich,100.0,3.6
Uphara Kendra,Basavanagudi,South Indian,100.0,3.6
Excelsior Bakery,Shivajinagar,Bakery,100.0,3.6
Shree Saraswathi Sweets Centre,Koramangala 1St Block,"Mithai, Street Food",100.0,3.6
Kinara Tiffany,Vasanth Nagar,South Indian,100.0,3.6
Luna Sweets,Frazer Town,"Desserts, Mithai",100.0,3.6
Ice Cream Buggy,East Bangalore,"Ice Cream, Desserts",100.0,3.6
Sri Ganesh Fruit Juice Centre,Thippasandra,Juices,100.0,3.6
Chai Kada,Kalyan Nagar,"Beverages, Fast Food",100.0,3.6
Chintu Chit Chat Centre,Banaswadi,Street Food,100.0,3.6
Sri Raghavendra Prasanna Coffee Club,City Market,South Indian,100.0,3.6
Sree Ganesh Fruit Juice Centre,Malleshwaram,Beverages,100.0,3.6
Holige Mane,Rajajinagar,"Mithai, Desserts",100.0,3.6
Shree Mahalakshmi Sweets,Sahakara Nagar,"Mithai, Street Food",100.0,3.6
Ishta Upahar,Ulsoor,South Indian,100.0,3.6
Poha On Wheels,Sarjapur Road,Fast Food,100.0,3.6
Bhattara Bhojana,Banashankari,South Indian,150.0,3.6
Vasanth Vihar - Since 1965,Banashankari,"South Indian, Street Food",150.0,3.6
Chai Mane,Basavanagudi,"Juices, Fast Food",150.0,3.6
Srinivasa Brahmins Bakery,Basavanagudi,"Bakery, Street Food",150.0,3.6
Nandi Chats and Juice,Banashankari,Street Food,150.0,3.6
Rolls Corner,Basavanagudi,"Fast Food, Rolls",150.0,3.6
Kanhaiyas,Bannerghatta Road,South Indian,150.0,3.6
Chetty's Corner,Jayanagar,"Fast Food, Burger",150.0,3.6
Quench & Crunch,Shanti Nagar,"Beverages, Fast Food",150.0,3.6
Quench The Juice Lounge,Jayanagar,"Beverages, Juices, Ice Cream",150.0,3.6
Uphar Dharshni,Jayanagar,"South Indian, North Indian",150.0,3.6
Basaveshwara Khanavali,Sarjapur Road,South Indian,150.0,3.6
Kolkata Famous Kathi Rolls,Brookefield,"Chinese, Rolls",150.0,3.6
Lassi Corner,Brookefield,"Beverages, Desserts",150.0,3.6
South Tiffins,Hsr,South Indian,150.0,3.6
Pulp Juice Bar,Hsr,"Beverages, Juices, Ice Cream",150.0,3.6
Ambur Biriyani Point,Btm,Biryani,150.0,3.6
Juice Shop,Btm,"Juices, Beverages, Ice Cream",150.0,3.6
Desi Breakk,Electronic City,North Indian,150.0,3.6
56 Bhoga Sweets,Hsr,"Mithai, Street Food",150.0,3.6
Samosa Express,Hsr,Street Food,150.0,3.6
Asharfilal,Bannerghatta Road,Desserts,150.0,3.6
Bramhin Tiffins,Jp Nagar,South Indian,150.0,3.6
New Students Corner,Kumaraswamy Layout,Fast Food,150.0,3.6
Al Madina Roll House,Kalyan Nagar,Biryani,150.0,3.6
Soham Bombay Masti Magic,Old Madras Road,Street Food,150.0,3.6
Hotel Vaishali,Malleshwaram,South Indian,150.0,3.6
Lassi Bistro,Marathahalli,"Cafe, Fast Food, Beverages",150.0,3.6
Madurai Idli Dosa Shop,Marathahalli,South Indian,150.0,3.6
Durga Mess,New Bel Road,North Indian,150.0,3.6
Calcutta Victoria Chat House,Jeevan Bhima Nagar,Street Food,150.0,3.6
Sandhya Veg,Brigade Road,"South Indian, Chinese",150.0,3.6
New Cool Joint,Sarjapur Road,"Fast Food, Beverages, Ice Cream, Juices, Sandwich",150.0,3.6
Juice Shop,Whitefield,"Juices, Beverages, Ice Cream",150.0,3.6
Five Star Chicken,Banashankari,"Fast Food, Burger",200.0,3.6
Just Thindi,Basavanagudi,South Indian,200.0,3.6
Navi Food Point,Basavanagudi,Fast Food,200.0,3.6
KC Das - Sweet Spot,Basavanagudi,"Mithai, Street Food",200.0,3.6
Kuttanad,Bannerghatta Road,"Kerala, South Indian",200.0,3.6
Fujian Express,Jp Nagar,"Chinese, Thai",200.0,3.6
AlienSip,Btm,Juices,200.0,3.6
Yummy Momos,Bannerghatta Road,"Momos, Street Food, Fast Food, Tibetan, Chinese",200.0,3.6
Sandwichwallas,Jp Nagar,Fast Food,200.0,3.6
Sri Rajasthani Foods,Jp Nagar,"Rajasthani, North Indian",200.0,3.6
Yumme Veg,Bannerghatta Road,"Fast Food, Street Food",200.0,3.6
Shree Guru Raghavendra Chats Chintamani Special,Bannerghatta Road,"Street Food, Fast Food",200.0,3.6
Aha Juice Bar,Btm,"Beverages, Fast Food",200.0,3.6
Kesar Restaurant,Jp Nagar,"North Indian, Chinese, South Indian",200.0,3.6
Turkish Shawarma,Btm,Rolls,200.0,3.6
Chai Culture,Jayanagar,Beverages,200.0,3.6
Heritage Cafe,Jayanagar,"Fast Food, Tea",200.0,3.6
Trendz Corner,Jayanagar,"South Indian, North Indian",200.0,3.6
Big Bites,Jayanagar,"Chinese, Fast Food",200.0,3.6
Chamarajpet Non Veg Restaurant,Basavanagudi,"South Indian, Biryani",200.0,3.6
Chai Resto,Bellandur,"Fast Food, Tea",200.0,3.6
Paratha Treat,Bellandur,North Indian,200.0,3.6
Take EAT Easy,Sarjapur Road,North Indian,200.0,3.6
New Andhra Spicy,Bellandur,"North Indian, Chinese, Andhra, South Indian, Biryani",200.0,3.6
Devi's Cakes N Bakes,Bellandur,"Bakery, Desserts",200.0,3.6
Homemade Delite,Hsr,"Bakery, Desserts",200.0,3.6
TRP -That Roll Place,Bellandur,"Fast Food, Rolls",200.0,3.6
Little Bites,Mg Road,"Cafe, Fast Food",200.0,3.6
All Saints Bakery,Brigade Road,Bakery,200.0,3.6
Indira Darshini,Frazer Town,"South Indian, Chinese",200.0,3.6
Shake N Snack,Shanti Nagar,"Beverages, Fast Food",200.0,3.6
Samrudh Veg,Cunningham Road,"South Indian, Chinese",200.0,3.6
Srinidhi Real Food,Vasanth Nagar,"South Indian, Chinese, Fast Food",200.0,3.6
Kalla's Restaurant,Marathahalli,"North Indian, Juices",200.0,3.6
Namma Madurai,"Varthur Main Road, Whitefield",South Indian,200.0,3.6
Uma Bhai Restaurant,Marathahalli,Oriya,200.0,3.6
Food Square,Marathahalli,"Fast Food, Chinese",200.0,3.6
Rolls On Wheels,Marathahalli,"Fast Food, Rolls, Momos",200.0,3.6
Covai Cafe,Whitefield,South Indian,200.0,3.6
Poha House,Btm,Maharashtrian,200.0,3.6
More Than Chocolates,Btm,Bakery,200.0,3.6
TOKI Taco House,Koramangala 6Th Block,Mexican,200.0,3.6
Double Blend,Btm,"Beverages, Juices, Ice Cream",200.0,3.6
Jigarthanda,Btm,"Fast Food, Desserts, Rolls",200.0,3.6
Mother Nature Kulfi,Jayanagar,"Desserts, Ice Cream",200.0,3.6
Sri Krishna Sagar,Btm,"South Indian, North Indian, Chinese",200.0,3.6
Taruni Andhra Mess,Koramangala 5Th Block,Andhra,200.0,3.6
Dry Dock Cafe,Koramangala 5Th Block,"Street Food, Tea",200.0,3.6
Rotti Mane,Indiranagar,South Indian,200.0,3.6
Calcutta Chats,Vasanth Nagar,North Indian,200.0,3.6
Lassi Mania,Electronic City,"Beverages, Juices",200.0,3.6
HOT BOX,Electronic City,"North Indian, Chinese",200.0,3.6
Vijayawadavari Sandya Andhra Mess,Electronic City,Andhra,200.0,3.6
Chetty's Corner,Kammanahalli,"Fast Food, Burger",200.0,3.6
Goli Vada Pav No. 1,Ulsoor,Street Food,200.0,3.6
Goli Vada Pav No. 1,Indiranagar,Street Food,200.0,3.6
The Velu's,Domlur,"Fast Food, Chinese",200.0,3.6
Adyar Ananda Bhavan Sweets,Jp Nagar,"Mithai, Desserts",200.0,3.6
Hatti Kaapi,Nagawara,"South Indian, Beverages",200.0,3.6
Chaatimes,Nagawara,"Street Food, Fast Food",200.0,3.6
Srinidhi Upachar,Banaswadi,"South Indian, Chinese",200.0,3.6
The Feast Fries,Kalyan Nagar,Fast Food,200.0,3.6
Hotel Oottupura,Ejipura,South Indian,200.0,3.6
Jadoo Ka Dabba,Koramangala 3Rd Block,"North Indian, Chinese",200.0,3.6
Falooda Cafe,Btm,"Beverages, Desserts",200.0,3.6
Maa Durga Fast Food,Koramangala 8Th Block,"North Indian, Chinese",200.0,3.6
Goli Vada Pav No. 1,Residency Road,Street Food,200.0,3.6
Ganesh Food Joint,Malleshwaram,"South Indian, North Indian, Chinese",200.0,3.6
Tasty Munch,Rajajinagar,"Fast Food, Street Food, Momos",200.0,3.6
Hotel Durga Shree Grand,Rajajinagar,"South Indian, North Indian, Chinese, Street Food",200.0,3.6
Omleterian,New Bel Road,"American, Continental",200.0,3.6
Goli Vada Pav No. 1,Rajajinagar,Street Food,200.0,3.6
Shake Tat Bottle,Sadashiv Nagar,Beverages,200.0,3.6
O2 Juice Bar,Marathahalli,"Juices, Fast Food",200.0,3.6
Om Sai Dham Bombay Hotel,Marathahalli,North Indian,200.0,3.6
MDP Coffee House,Commercial Street,South Indian,200.0,3.6
Aarti Paratha & Rolls Corner,New Bel Road,"North Indian, Fast Food",200.0,3.6
Tasty Corner,New Bel Road,South Indian,200.0,3.6
Tripti Hotel & Restaurant,New Bel Road,"Biryani, South Indian, North Indian",200.0,3.6
Lassi Shop,New Bel Road,"Beverages, Ice Cream",200.0,3.6
Paratha Club,New Bel Road,North Indian,200.0,3.6
Rotti Mane,Thippasandra,South Indian,200.0,3.6
Gobi Corner,Rajajinagar,Chinese,200.0,3.6
Hatti Kaapi,Rajajinagar,"Beverages, South Indian",200.0,3.6
Kolkata Rolls & Fast food,Hsr,"Rolls, Fast Food",200.0,3.6
Green Hotel,Sarjapur Road,"North Indian, Chinese",200.0,3.6
Dilli Galli,Whitefield,North Indian,200.0,3.6
Asha Sweets Centre,Basavanagudi,Fast Food,250.0,3.6
Kolkata Kathi Roll's,Banashankari,"Fast Food, Rolls",250.0,3.6
Matru Sagar,Banashankari,"South Indian, North Indian, Chinese",250.0,3.6
Namma Biryani,Banashankari,"Biryani, Chinese, North Indian",250.0,3.6
Jain Bakes,Basavanagudi,"Bakery, Desserts",250.0,3.6
New Sagar Fast Food,Banashankari,"North Indian, South Indian",250.0,3.6
Chai Point,Bannerghatta Road,"Tea, Beverages, Fast Food",250.0,3.6
Roots n Fruits,Jp Nagar,"Beverages, Juices, Healthy Food",250.0,3.6
Bao and Rolls,Bannerghatta Road,"Rolls, Kebab, Fast Food",250.0,3.6
Baskin Robbins,Bannerghatta Road,"Ice Cream, Desserts",250.0,3.6
Baskin Robbins,Jayanagar,"Ice Cream, Desserts",250.0,3.6
Ramji Chaiwale,Jayanagar,"Beverages, Fast Food",250.0,3.6
Chatorezz,Marathahalli,"North Indian, Chinese",250.0,3.6
Indy Palate,Bellandur,"Continental, Biryani, Italian, North Indian, Chinese",250.0,3.6
Sri Vasavi Restaurant,Bellandur,"Chinese, Biryani",250.0,3.6
Cupcake Bliss,Domlur,Bakery,250.0,3.6
Kanis Kitchen,Shivajinagar,South Indian,250.0,3.6
Shilpa Veg,Shivajinagar,"South Indian, Street Food, Beverages, Desserts",250.0,3.6
Cool Joint,Commercial Street,"Beverages, Desserts",250.0,3.6
Tim Cafe,Marathahalli,"Cafe, Sandwich, Beverages",250.0,3.6
99 Caffe,Brookefield,"South Indian, North Indian, Chinese",250.0,3.6
Mayura Sagar,Brookefield,"Chinese, North Indian, South Indian",250.0,3.6
What the Food,Btm,"North Indian, Chinese, Fast Food",250.0,3.6
House Of Lassi,Bommanahalli,"Beverages, Fast Food",250.0,3.6
Bunny Bakers,Jayanagar,"Bakery, Fast Food",250.0,3.6
Debby's Kitchen,Frazer Town,"Modern Indian, American, Chinese",250.0,3.6
Parathe Wali Gali,Electronic City,"North Indian, Chinese",250.0,3.6
Sri Manjunatha Foods,Electronic City,"South Indian, North Indian, Chinese",250.0,3.6
New Aastha,Electronic City,"North Indian, Chinese",250.0,3.6
Andhra Chettinad Cuisine,Electronic City,"Andhra, South Indian, Chettinad",250.0,3.6
North Se South Veg & Non-Veg Restaurants,Banaswadi,"South Indian, North Indian, Chinese",250.0,3.6
Kolkata Roll & Fast Food,Hsr,Fast Food,250.0,3.6
Muziris,Hsr,Kerala,250.0,3.6
Andal Mess,Indiranagar,"Biryani, South Indian, North Indian",250.0,3.6
Punjabi's Food Corner,Cv Raman Nagar,"North Indian, Chinese",250.0,3.6
Wow Vada Pav,Indiranagar,"Street Food, American",250.0,3.6
Tuffreys,Cv Raman Nagar,"Desserts, Ice Cream",250.0,3.6
Snack'Ups,Thippasandra,Fast Food,250.0,3.6
Jerry Mama's,Indiranagar,Bakery,250.0,3.6
Pulla Reddy Sweets,Indiranagar,"Mithai, Street Food",250.0,3.6
Darshan Paradise Restaurant,Btm,"North Indian, Chinese",250.0,3.6
Baskin Robbins,Kalyan Nagar,"Ice Cream, Desserts",250.0,3.6
Chaai Resto,Koramangala 6Th Block,"Tea, Beverages, Fast Food",250.0,3.6
Juicy Momos,Koramangala 5Th Block,"Tibetan, Momos",250.0,3.6
Sri Vishnu Upahar,Koramangala 4Th Block,"North Indian, South Indian",250.0,3.6
Hotel Raj,Majestic,"Andhra, Biryani",250.0,3.6
Will Way Burgers,New Bel Road,Burger,250.0,3.6
Aishwarya Sweets,Rajajinagar,"Mithai, Street Food",250.0,3.6
"Vishal Sweets, Snacks & Breakfast",Marathahalli,"Mithai, Street Food",250.0,3.6
Baskin Robbins,New Bel Road,"Ice Cream, Desserts",250.0,3.6
Mira's Ranna-Ghor,Sarjapur Road,Bengali,250.0,3.6
Home Tiff-INN's,Sarjapur Road,"South Indian, Chettinad",250.0,3.6
Starter House,Whitefield,"Chinese, Continental",250.0,3.6
Kitchen Garden,Kumaraswamy Layout,"North Indian, Chinese",300.0,3.6
Rolls On Wheels,Banashankari,"Fast Food, Rolls, Momos",300.0,3.6
Devanna Dum Biriyani Centre,Banashankari,"Biryani, South Indian",300.0,3.6
Kadamba Classic,Mysore Road,South Indian,300.0,3.6
J K Fish Land,Jayanagar,"Seafood, Mangalorean",300.0,3.6
Foodizo,Banashankari,"Desserts, Fast Food, Continental",300.0,3.6
Happy Chopsticks,Basavanagudi,"Chinese, Fast Food",300.0,3.6
Mr. Singh Da Dhaba,Kumaraswamy Layout,"North Indian, Chinese",300.0,3.6
Corner Stone,Banashankari,"Beverages, Juices, Desserts, Italian",300.0,3.6
Raams Chicken,Banashankari,Andhra,300.0,3.6
Al-Bek,Jp Nagar,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300.0,3.6
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Jp Nagar,Bohri,300.0,3.6
Just Shawarma,Bannerghatta Road,Arabian,300.0,3.6
Banashankari Nati Style,Jp Nagar,South Indian,300.0,3.6
Freeze It,Btm,Ice Cream,300.0,3.6
JP Fish Land,Btm,Seafood,300.0,3.6
The Cuboidal,Btm,"Fast Food, Beverages, Sandwich",300.0,3.6
Kafe Nook,Btm,Fast Food,300.0,3.6
Kumbha Bhojanam,Bannerghatta Road,Andhra,300.0,3.6
Jiyo Natural,South Bangalore,"Healthy Food, North Indian",300.0,3.6
Sang Grail,Jp Nagar,Healthy Food,300.0,3.6
Chaitanya Grand,Bannerghatta Road,"South Indian, North Indian, Chinese",300.0,3.6
Sri Sai 99 Variety Dosa,Jayanagar,South Indian,300.0,3.6
Ice Land,Jp Nagar,"Ice Cream, Desserts",300.0,3.6
Bhandary's Kitchen,Koramangala 7Th Block,North Indian,300.0,3.6
Vijaya Sagar,Wilson Garden,"South Indian, North Indian, Chinese",300.0,3.6
Kolkata King,Basavanagudi,"Fast Food, Rolls",300.0,3.6
Sukhi Bhava,Marathahalli,"Andhra, Chinese, Biryani",300.0,3.6
Feel@Home,Marathahalli,"North Indian, Chinese",300.0,3.6
Udupi Savi Thindi,Sarjapur Road,"South Indian, North Indian, Chinese",300.0,3.6
AKSHAYA BIRYANI,Sarjapur Road,"Biryani, North Indian",300.0,3.6
Madurai Meenakshi Vilas,Bellandur,South Indian,300.0,3.6
Melting Melodies,Bellandur,"Desserts, Bakery",300.0,3.6
Hotel Shreekshetra,Sarjapur Road,"North Indian, Chinese",300.0,3.6
ReadyBowl,Bellandur,"Andhra, South Indian, North Indian, Biryani",300.0,3.6
Tandurust,Bellandur,"North Indian, South Indian",300.0,3.6
Lassi Cafe,Sarjapur Road,"Beverages, Street Food, North Indian",300.0,3.6
Heavenly Desserts,Sarjapur Road,Bakery,300.0,3.6
Donne Biryani Hatti,Vasanth Nagar,Biryani,300.0,3.6
Haldiram's Express,Brigade Road,North Indian,300.0,3.6
Sri Ayodhya Veg,Vasanth Nagar,"South Indian, North Indian, Chinese",300.0,3.6
Bhagatram Sweets,Commercial Street,"Street Food, Mithai",300.0,3.6
Koshy's,Richmond Road,"Bakery, Fast Food",300.0,3.6
The Perfect Stop,Shanti Nagar,"Italian, Fast Food, Pizza",300.0,3.6
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,Shivajinagar,Biryani,300.0,3.6
Windy- Taste Of Home,Whitefield,North Indian,300.0,3.6
R R Noodles Express,Marathahalli,Chinese,300.0,3.6
Sri Sai Bhavan,Brookefield,South Indian,300.0,3.6
Waffle Stories,Marathahalli,Desserts,300.0,3.6
Baba Fattoosh,Whitefield,North Indian,300.0,3.6
Ooty Chocolates,Whitefield,Desserts,300.0,3.6
Aaha,Brookefield,"North Indian, Chinese",300.0,3.6
